path,Bone_all,Skull_x,Bone_x,Rib_x,Shoulder_extremities_x,Stemum_x,Pelvis_x,LN_x,Extremities_x
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/191475_201.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201708_305.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201663_303.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201399_315.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201664_440.hdf5,0,0,0,0,0,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/181552_367.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201876_203.hdf5,1,1,0,0,0,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/181659_97.hdf5,0,0,1,1,1,0,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/181860_120.hdf5,0,0,1,0,0,0,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/181552_95.hdf5,0,0,1,1,1,0,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/20191205_270.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/191486_408.hdf5,0,0,0,0,0,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201656_252.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/181835_304.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201663_222.hdf5,0,0,0,0,0,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/191486_211.hdf5,1,1,0,0,0,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201663_139.hdf5,1,0,1,1,1,1,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201708_133.hdf5,1,0,1,1,1,1,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201656_320.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/190564_98.hdf5,0,0,1,1,1,0,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/20191205_4.hdf5,0,0,0,0,1,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/202108_51.hdf5,1,0,0,0,1,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201996_312.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201656_203.hdf5,1,1,0,0,0,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201664_80.hdf5,1,0,0,0,1,0,1,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/181659_79.hdf5,0,0,1,0,1,0,1,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201656_299.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/202253_322.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/191486_246.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201708_211.hdf5,0,0,0,0,0,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201664_129.hdf5,0,0,1,1,1,0,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/191475_334.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/181835_222.hdf5,1,1,0,0,0,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201399_339.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201656_375.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/190564_156.hdf5,0,0,1,1,1,0,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/191486_17.hdf5,0,0,0,0,1,0,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/20191205_190.hdf5,0,1,0,0,0,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/190538_270.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/191475_102.hdf5,0,0,1,1,1,1,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/202108_83.hdf5,1,0,0,0,1,0,1,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201663_223.hdf5,0,0,0,0,0,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/202068_361.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/190564_163.hdf5,0,0,1,0,0,0,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/20191205_39.hdf5,0,0,0,0,1,0,1,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/181835_151.hdf5,0,0,1,1,1,1,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/190538_12.hdf5,0,0,0,0,1,0,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/191475_258.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/181647_75.hdf5,0,0,1,0,1,0,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/202253_31.hdf5,0,0,0,0,1,0,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201996_271.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/191793_250.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/191475_204.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201663_52.hdf5,0,0,0,0,1,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/202068_71.hdf5,1,0,0,0,1,0,1,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201876_72.hdf5,1,0,0,0,1,0,1,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201656_7.hdf5,0,0,0,0,1,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201399_146.hdf5,0,0,1,1,1,1,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/181659_296.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201399_106.hdf5,0,0,1,1,1,0,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201664_108.hdf5,1,0,1,0,1,0,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/190885_195.hdf5,0,1,0,0,0,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/190885_361.hdf5,0,0,0,0,0,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/190885_122.hdf5,0,0,1,1,1,1,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201399_292.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201399_341.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201656_224.hdf5,0,0,0,0,0,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/202068_75.hdf5,1,0,0,0,1,0,1,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/190885_289.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201399_372.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201983_115.hdf5,0,0,1,0,1,0,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/202253_329.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201790_147.hdf5,0,1,0,0,0,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201656_21.hdf5,0,0,0,0,1,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201399_164.hdf5,0,0,1,1,1,1,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/202253_8.hdf5,0,0,0,0,1,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/202068_232.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/202068_351.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201468_210.hdf5,1,0,1,1,1,0,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/181659_31.hdf5,0,0,0,0,1,0,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201664_278.hdf5,0,0,0,0,0,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201663_245.hdf5,0,0,0,0,0,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/181835_0.hdf5,0,0,0,0,1,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201663_299.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/202253_239.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201663_6.hdf5,0,0,0,0,1,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/190538_159.hdf5,0,0,1,0,0,0,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/191793_358.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201663_4.hdf5,0,0,0,0,1,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201996_109.hdf5,0,0,1,1,1,0,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/202108_297.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201468_73.hdf5,0,0,0,0,1,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201656_59.hdf5,1,0,0,0,1,0,1,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201468_176.hdf5,1,0,0,0,1,0,1,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/191475_176.hdf5,1,1,0,0,0,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201656_29.hdf5,0,0,0,0,1,0,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/181552_42.hdf5,0,0,0,0,1,0,1,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/190564_198.hdf5,1,1,0,0,0,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/181659_165.hdf5,0,0,1,0,1,0,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/202253_35.hdf5,0,0,0,0,1,0,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/191486_124.hdf5,0,0,1,1,1,1,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/190538_135.hdf5,0,0,1,1,1,1,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/181659_159.hdf5,0,0,1,0,1,0,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201996_107.hdf5,0,0,1,1,1,0,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/202253_105.hdf5,1,0,1,1,1,0,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/20191205_285.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/202068_257.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/181659_77.hdf5,0,0,1,0,1,0,1,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201664_264.hdf5,0,0,0,0,0,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/190564_139.hdf5,0,0,1,1,1,1,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201996_29.hdf5,0,0,0,0,1,0,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/190885_193.hdf5,0,1,0,0,0,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201656_65.hdf5,1,0,0,0,1,0,1,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/190885_185.hdf5,0,1,0,0,0,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201790_140.hdf5,0,1,0,0,0,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/190538_210.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/181552_78.hdf5,0,0,1,0,1,0,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201664_374.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/202108_292.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/181835_343.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/181647_132.hdf5,0,0,1,1,1,1,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/20191205_16.hdf5,0,0,0,0,1,0,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201876_45.hdf5,0,0,0,0,1,0,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/181860_136.hdf5,0,1,0,0,0,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/202253_374.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201876_27.hdf5,0,0,0,0,1,0,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201996_228.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201996_64.hdf5,0,0,0,0,1,0,1,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201983_348.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/202108_90.hdf5,1,0,0,0,1,0,1,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/191793_325.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/181860_83.hdf5,0,0,1,1,1,1,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201399_260.hdf5,0,0,0,0,0,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/20191205_168.hdf5,0,0,1,0,0,0,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201983_76.hdf5,0,0,0,0,1,0,1,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/190538_169.hdf5,0,1,0,0,0,0,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201656_69.hdf5,1,0,0,0,1,0,1,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/190538_161.hdf5,0,0,1,0,0,0,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201790_151.hdf5,0,1,0,0,0,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/202253_288.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/181659_212.hdf5,0,0,0,0,0,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201399_268.hdf5,0,0,0,0,0,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/181860_201.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/181659_202.hdf5,0,1,0,0,0,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/191475_247.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201790_109.hdf5,0,0,1,1,1,1,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201664_341.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/202108_50.hdf5,1,0,0,0,1,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/202108_190.hdf5,1,0,1,1,1,1,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/202068_128.hdf5,1,0,1,1,1,1,0,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201399_212.hdf5,0,1,0,0,0,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/181860_23.hdf5,0,0,0,0,1,0,1,1,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201663_315.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201468_89.hdf5,0,0,0,0,1,0,0,0,0
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201656_347.hdf5,0,0,0,0,0,0,0,0,1
/staff/shijun/dataset/Med_Seg/TMLI/2d_data/201831_67.hdf5,0,0,0,0,1,0,0,0,0
